,,shift,3.098903515,TCTemp3
3.217,19.82731174,19.91382294,20.49514746,23.59405098
3.317,19.85901576,20.16877576,21.16202646,24.26092998
3.417,19.88221183,20.48641766,21.3860715,24.48497502
3.515,19.83223294,20.53838967,21.18896063,24.28786415
3.617,19.82248689,20.25157728,21.10600031,24.20490382
3.718,19.82053457,20.04134332,20.84327672,23.94218023
3.815,19.96952211,20.26627921,21.43472353,24.53362704
3.916,19.86299004,20.41739603,22.16518367,25.26408718
4.016,19.82675568,20.37116694,20.32726856,23.42617208
4.117,19.9542109,20.44668282,20.63279409,23.7316976
4.216,19.9438459,20.33382629,21.65716267,24.75606619
4.317,19.92263997,20.16062741,20.56995651,23.66886002
4.42,19.80961319,20.17678351,20.49926734,23.59817085
4.516,19.87118882,20.18216264,20.41944545,23.51834897
4.615,20.0517434,20.52132103,21.45904141,24.55794492
4.717,19.94401439,20.4949587,22.444888,25.54379152
4.818,19.87088485,19.94649902,21.01072862,24.10963213
4.916,19.90512616,20.16336524,20.46479583,23.56369934
5.016,19.9229917,20.41227066,20.52681584,23.62571936
5.116,19.96776457,20.13360402,20.90511546,24.00401898
5.217,19.9925141,20.01337888,21.44801443,24.54691795
5.316,19.93517206,20.0765166,21.10352425,24.20242777
5.417,19.91848673,20.25893888,20.13416956,23.23307308
5.517,19.88896347,20.223021,20.08766808,23.1865716
5.617,19.79132693,20.08624825,19.92686717,23.02577069
5.716,19.94758621,20.24743136,20.42606998,23.5249735
5.816,19.95378913,20.35596352,22.05523168,25.15413519
5.919,19.81730673,20.26017662,21.11272854,24.21163206
6.017,19.79270844,20.13446041,20.0795737,23.17847722
6.115,19.86139644,19.9688147,21.17622154,24.27512506
6.219,19.92647525,20.07864236,21.80122409,24.90012761
6.317,19.86048223,20.29605703,21.44655534,24.54545886
6.415,19.80568962,20.12101144,20.71260717,23.81151069
6.517,19.88256745,19.98193648,20.75954992,23.85845344
6.616,19.85784679,20.20677721,21.42570968,24.52461319
6.717,19.83887499,20.04264258,20.99946227,24.09836579
6.816,19.86239339,19.99248111,20.98560059,24.0845041
6.915,19.90366664,20.40716892,21.2654435,24.36434701
7.017,19.92573849,20.44341578,20.97629225,24.07519577
7.191,19.90410923,20.29468806,20.97617462,24.07507814
7.217,19.73917095,20.03604644,20.9490538,24.04795731
7.318,19.80333969,20.09427365,20.14340704,23.24231056
7.417,19.98772371,20.40421574,21.25153009,24.35043361
7.517,19.87718814,20.19963294,22.29016435,25.38906787
7.615,19.82582026,20.13778277,20.99514553,24.09404905
7.721,19.86903393,20.24091419,21.01217817,24.11108168
7.818,19.89670137,20.21212057,21.00213579,24.1010393
7.922,19.84903921,20.22618608,20.56648105,23.66538457
8.016,19.85560248,20.21995805,21.07434435,24.17324787
8.116,19.90149952,20.2256243,21.59488479,24.69378831
8.219,19.9184102,20.37866641,21.79838447,24.89728799
8.317,19.82999833,20.26407016,21.05971965,24.15862317
8.416,19.86744522,19.86509959,20.35263084,23.45153435
8.516,19.92762399,20.11224291,21.13260186,24.23150537
8.617,19.91078967,20.41090108,21.48508925,24.58399277
8.717,19.8770249,20.31688699,21.14276348,24.24166699
8.815,19.8675126,20.17380271,21.12408178,24.22298529
8.921,19.88064589,20.00475781,21.02890431,24.12780783
9.016,19.95582219,20.22911654,21.02129558,24.1201991
9.116,19.85961079,20.33438324,21.20695866,24.30586218
9.218,19.83822362,20.34802858,20.4892455,23.58814901
9.385,19.90725151,20.42436248,20.66095874,23.75986226
9.416,19.88413289,20.2498756,21.91644705,25.01535056
9.519,19.7966525,20.10503051,21.0296427,24.12854622
9.617,19.76152072,20.18021722,20.73495163,23.83385515
9.72,19.87197195,20.28304139,21.84529921,24.94420273
9.815,19.98398782,20.29172316,22.25482402,25.35372753
9.915,19.91749023,20.24052288,22.12606776,25.22497128
10.017,19.81869872,20.00670707,21.06653404,24.16543756
10.118,19.89208764,20.17574371,20.62069644,23.71959996
10.217,19.93909153,20.5380298,20.97503631,24.07393983
10.316,19.93747196,20.2018743,21.24456833,24.34347184
10.416,19.97706495,20.11441627,21.73271216,24.83161567
10.516,19.92773515,20.39818199,21.32598724,24.42489075
10.616,19.87308053,20.39105761,20.34852849,23.447432
10.717,19.8632546,20.30307861,20.31937001,23.41827352
10.817,19.83453252,20.12075932,20.87770566,23.97660918
10.916,19.94924468,20.28328667,21.26945521,24.36835873
11.017,19.99411542,20.47695672,22.19305566,25.29195918
11.117,19.8387817,20.30471641,21.57568533,24.67458884
11.217,19.88313564,20.11786333,19.92952113,23.02842464
11.316,19.98248035,20.0222525,21.12852813,24.22743164
11.416,19.96806955,20.11204068,21.37126467,24.47016819
11.517,19.92355462,20.35559591,20.68517464,23.78407815
11.621,19.84654869,20.32102608,20.52212771,23.62103122
11.72,19.91758732,20.07969299,20.66856029,23.7674638
11.817,19.88044532,20.13799695,21.24765219,24.3465557
11.917,19.86715105,20.04617174,21.09190607,24.19080958
12.016,19.88584958,19.93121781,20.76750568,23.86640919
12.114,19.91829796,20.3476129,21.18691047,24.28581399
12.217,19.90792819,20.29590208,21.00345095,24.10235446
12.317,19.87638895,19.94210332,20.77570212,23.87460563
12.416,19.79850656,19.93511601,20.71018211,23.80908562
12.517,19.80781489,20.12098449,20.3618877,23.46079121
12.617,19.96088794,20.27735874,20.73234907,23.83125259
12.715,19.86501469,20.14326708,21.57210618,24.6710097
12.816,19.75823688,20.02318202,20.91509446,24.01399797
12.917,19.81812032,20.20057706,20.82064674,23.91955025
13.018,19.77682232,20.19240336,21.36711453,24.46601805
13.118,19.71180027,20.1523691,20.79067468,23.88957819
13.215,19.78095711,20.20758373,21.63001835,24.72892186
13.316,19.86022596,20.16678303,22.64486033,25.74376384
13.418,19.88268016,20.18771539,22.22170548,25.320609
13.516,19.76653204,20.13802214,21.17264714,24.27155065
13.615,19.78278089,19.83273618,20.48534589,23.58424941
13.716,19.87775931,20.10056134,21.34682824,24.44573176
13.819,19.84460081,20.50278427,21.80141195,24.90031547
13.917,19.84398796,20.2913501,21.18252595,24.28142946
14.018,19.81881632,20.25702909,21.25260338,24.35150689
14.117,19.85084936,20.28042037,21.25666309,24.35556661
14.217,19.86995805,20.30946093,21.19949066,24.29839418
14.316,19.84955181,20.38253273,21.46057401,24.55947753
14.417,19.80606411,20.35774757,21.43447785,24.53338137
14.519,19.89474138,20.43479011,21.27522971,24.37413322
14.617,19.93115919,20.3398724,21.99045547,25.08935898
14.717,19.7788243,20.0813768,21.22224392,24.32114744
14.815,19.80825455,20.15473681,20.45897295,23.55787647
14.916,19.94299087,20.29889891,21.744848,24.84375152
15.017,20.01324085,20.28246846,21.74427833,24.84318184
15.117,19.96366791,20.27138497,21.31660683,24.41551035
15.217,19.80167452,20.19005552,20.96271701,24.06162052
15.316,19.89972813,20.17658422,20.04718211,23.14608562
15.416,19.95770238,20.46312494,20.68107791,23.77998142
15.517,19.968682,20.22527802,21.13988337,24.23878689
15.617,19.97925339,19.9732585,21.42355627,24.52245978
15.716,19.91872524,20.29934424,21.22173897,24.32064249
15.816,19.8910193,20.2287281,20.29659132,23.39549484
15.918,19.87665415,19.99516092,20.12333126,23.22223478
16.017,19.89093178,20.03777916,20.75954154,23.85844505
16.117,19.93405335,20.19358984,21.14382191,24.24272543
16.217,19.96987067,20.40260066,21.28246317,24.38136669
16.318,19.83087532,20.23169199,20.97710212,24.07600563
16.417,19.82093311,20.03301424,19.97702486,23.07592837
16.517,19.94208734,19.99198422,21.00623566,24.10513917
16.617,19.86720333,20.0743662,21.9276135,25.02651702
16.717,19.80782476,20.26889834,20.70210165,23.80100516
16.818,19.79140976,20.26153477,20.95941009,24.0583136
16.928,19.89360239,20.01999137,21.68754992,24.78645344
17.018,19.88080533,19.9411712,21.6873231,24.78622662
17.117,19.81718717,19.99892945,21.26376568,24.3626692
17.221,19.83116751,19.9509256,20.89458551,23.99348903
17.317,19.90379555,20.33071498,21.37730247,24.47620599
17.418,19.87963349,20.43800674,21.34845106,24.44735458
17.519,19.82430854,19.99515955,20.89787913,23.99678265
17.616,19.78339905,20.10153052,20.94961744,24.04852096
17.717,19.78719551,20.38016751,20.6263209,23.72522441
17.818,19.86960135,20.35691822,20.84507751,23.94398102
17.917,19.87070117,20.25922335,22.0470497,25.14595321
18.019,19.71539045,20.01562321,21.91659063,25.01549414
18.116,19.87953189,20.2457701,20.7884412,23.88734472
18.217,19.84311054,20.37058011,21.90309526,25.00199878
18.319,19.72989696,20.12628269,21.25843271,24.35733622
18.418,19.8760199,20.25647833,21.18034029,24.27924381
18.518,19.93699627,20.25458388,22.31286847,25.41177199
18.618,19.89219265,20.16376257,21.52003904,24.61894255
18.717,19.80585697,20.2237988,20.40479833,23.50370185
18.817,19.84541986,20.1000463,20.30172993,23.40063345
18.919,19.9182341,20.14724692,21.18217954,24.28108305
19.019,19.88258542,20.47333128,21.9124139,25.01131741
19.116,19.8281823,20.30841196,21.09755853,24.19646205
19.218,19.85547022,20.12889958,20.88466373,23.98356724
19.318,19.85647113,20.24749761,21.29500715,24.39391067
19.416,19.86821044,20.10581913,21.14181246,24.24071598
19.517,19.89437074,20.1715657,21.27683567,24.37573918
19.618,19.85483128,20.33649752,21.41510271,24.51400623
19.719,19.89701135,20.40451829,21.05390026,24.15280377
19.817,19.92747626,20.32941995,21.09384616,24.19274967
19.916,19.76693006,20.04632436,21.05195938,24.1508629
20.017,19.80449851,20.1291501,20.51693887,23.61584238
20.117,19.94185869,20.34270415,21.74343145,24.84233497
20.218,19.89774311,20.25415458,22.18325223,25.28215574
20.316,19.87714875,20.18787826,21.34775053,24.44665404
20.424,19.78438429,20.23059596,21.61305633,24.71195985
20.522,19.84920795,20.17722776,21.32785682,24.42676034
20.622,19.95628432,20.26424141,21.07172348,24.17062699
20.723,19.88686471,20.22503532,21.7153315,24.81423502
20.82,19.92712781,19.9572462,21.42631752,24.52522103
20.916,19.92266705,20.33866206,21.31590145,24.41480497
21.023,19.83906222,20.37933745,20.78894932,23.88785283
21.121,19.84479734,20.03531068,20.3190846,23.41798811
21.217,19.92191913,20.2508915,21.10165337,24.20055688
21.318,19.94397237,20.44797083,21.40646837,24.50537188
21.428,19.90029478,20.45659933,21.42423154,24.52313505
21.523,19.81223968,20.3160826,21.42797035,24.52687387
21.617,19.82475916,20.04161205,20.99891687,24.09782038
21.718,19.95274316,20.07308031,21.33794337,24.43684689
21.817,19.95000986,20.16670172,22.13484251,25.23374603
21.988,19.82370982,20.2732907,20.84687263,23.94577615
22.022,19.93521528,20.34977601,20.7143674,23.81327092
22.116,19.95307702,20.07713213,21.64540717,24.74431068
22.218,19.916408,19.93314542,20.93130933,24.03021285
22.317,19.86245142,20.07309601,20.54573416,23.64463767
22.418,19.86214647,20.14141176,20.78797791,23.88688142
22.524,19.98466206,20.27212273,21.01335833,24.11226185
22.618,19.95496244,20.50792099,21.47049688,24.56940039
22.718,19.82021877,19.99106918,20.85251923,23.95142275
22.818,19.79263208,19.96152709,20.57841958,23.6773231
22.92,19.7980122,20.31333036,20.65092571,23.74982922
23.018,19.8653126,20.16798443,20.70380465,23.80270817
23.129,19.88929584,19.97544796,21.78320961,24.88211313
23.217,19.82897092,20.03512406,21.88201421,24.98091773
23.317,19.84458255,20.20462064,20.85762263,23.95652614
23.42,19.82435377,20.26711127,20.57963678,23.6785403
23.521,19.72356733,20.11380636,20.97982362,24.07872713
23.617,19.84760846,20.18631022,21.29107149,24.38997501
23.721,19.9095447,20.23867331,22.62532615,25.72422967
23.825,19.80621416,20.15030419,22.04463331,25.14353682
23.917,19.76197583,20.16484159,20.6169406,23.71584412
24.018,19.78925902,20.06862622,21.25241692,24.35132044
24.118,19.88914131,20.03326137,22.04456794,25.14347146
24.22,19.85763101,20.33428432,22.09692119,25.19582471
24.317,19.81494617,20.38372181,21.37237066,24.47127418
24.417,19.8339118,20.13624092,21.09083129,24.18973481
24.523,19.87969022,20.29016483,21.62442075,24.72332426
24.618,19.84753483,20.25341063,21.51555158,24.6144551
24.717,19.85639278,20.20987185,21.41717678,24.5160803
24.818,19.86246275,20.5625154,21.66329588,24.7621994
24.917,19.87676348,20.58492713,21.27436865,24.37327216
25.019,19.87923929,20.3793966,21.26009083,24.35899434
25.116,19.83897112,20.13765959,21.66432423,24.76322775
25.217,19.84396689,20.15487786,21.52922107,24.62812459
25.325,19.97874277,20.40686423,21.87980968,24.97871319
25.416,19.98729706,20.33187926,22.46618982,25.56509333
25.515,19.92734334,20.23154688,21.42045328,24.51935679
25.616,19.93965576,20.23661401,21.29763239,24.39653591
25.716,19.96656537,20.2380571,21.38408207,24.48298558
25.816,20.00484435,20.25372069,20.34074163,23.43964515
25.916,19.98089911,20.30568502,20.98472381,24.08362733
26.018,19.98915449,20.19594224,21.43013183,24.52903535
26.121,20.02131165,20.28077926,21.00927837,24.10818189
26.218,19.95626543,20.44158932,20.87928839,23.9781919
26.318,19.90286544,20.06050254,20.15947903,23.25838254
26.419,19.95164302,20.15191863,20.82902734,23.92793085
26.518,19.93753595,20.3686003,21.52204687,24.62095038
26.616,19.92010664,20.20658152,21.2429141,24.34181762
26.717,19.92109971,20.13785131,21.23994785,24.33885136
26.82,19.89539,19.99633215,21.00063579,24.0995393
26.918,19.97167659,20.03542579,20.84661069,23.94551421
27.018,19.92997226,20.14407318,21.22922605,24.32812956
27.118,19.81714054,20.21337506,20.87945284,23.97835635
27.22,19.88111847,20.22740342,20.49980935,23.59871287
27.319,19.93221932,20.05782288,21.72439094,24.82329445
27.481,19.83489443,19.8868391,21.35803217,24.45693568
27.517,19.80037862,20.04234019,20.7534734,23.85237692
27.618,19.85191426,20.19622728,21.74037986,24.83928337
27.716,19.9424614,20.23275108,21.95445292,25.05335644
27.817,19.95063193,20.24698168,21.62314538,24.72204889
27.919,19.83986576,20.04108929,20.955406,24.05430952
28.018,19.79731479,19.96489133,20.77604593,23.87494945
28.116,19.84248049,20.41605689,21.03093518,24.1298387
28.217,19.86493183,20.30233776,21.05913465,24.15803816
28.317,19.89769833,20.04448664,21.91450562,25.01340913
28.417,19.82841896,20.30559773,22.19336255,25.29226606
28.517,19.78913449,20.35568091,21.0153414,24.11424492
28.617,19.79486867,20.3309242,20.7433592,23.84226272
28.717,19.77434004,20.21784881,21.82087678,24.91978029
28.817,19.82706152,20.16208879,22.14859595,25.24749947
28.916,19.99094233,20.3394959,22.57869941,25.67760292
29.016,19.88270077,20.22555036,22.32347955,25.42238307
29.117,19.79121169,20.17426074,20.59010241,23.68900592
29.224,19.94216224,20.17762117,20.9550551,24.05395861
29.317,19.99254734,20.08930453,21.88894639,24.98784991
29.418,19.91623579,20.3054556,21.22075454,24.31965805
29.517,19.85570066,20.49259604,20.91610497,24.01500849
29.615,19.88597152,20.28372337,20.91606483,24.01496834
29.716,19.93083634,20.19671598,21.42656935,24.52547287
29.818,19.89237337,20.29250189,21.54035658,24.6392601
29.917,19.89976664,20.14403518,21.13453913,24.23344265
30.016,19.93235487,20.4453052,21.4877606,24.58666411
30.117,19.9002062,20.52213166,21.35373399,24.45263751
30.218,19.89701597,20.13377573,21.00401196,24.10291547
30.333,19.86246174,19.99169935,21.42991636,24.52881988
30.416,19.85946713,20.13175161,21.50082217,24.59972568
30.516,19.96538967,20.36757423,21.22616497,24.32506849
30.622,19.9621738,20.35246331,21.6597419,24.75864542
30.717,19.84977219,20.13834206,21.48387335,24.58277686
30.821,19.88799961,20.19364845,21.00849509,24.1073986
30.92,19.92653761,20.23654481,21.41623718,24.5151407
31.02,19.89235772,20.22328953,20.77693925,23.87584276
31.118,19.92436207,20.26882829,20.99332668,24.09223019
31.217,19.92969348,20.2257856,22.37238237,25.47128588
31.319,19.95846139,20.10405855,21.7565759,24.85547941
31.418,19.91359231,20.2305467,20.94157946,24.04048297
31.515,19.85709261,20.10672086,20.32279212,23.42169564
31.617,19.92802737,20.13183369,20.88364414,23.98254766
31.717,19.94259422,20.44254269,21.89790018,24.99680369
31.817,19.88937221,20.32711053,21.56243371,24.66133723
31.917,19.88396521,20.23592143,21.30890286,24.40780637
32.018,19.8818712,20.26281901,21.34836491,24.44726843
32.117,19.90750716,20.1908896,21.05014519,24.1490487
32.216,19.89494178,20.23775353,21.38620003,24.48510354
32.318,19.83904863,20.28851841,21.65792837,24.75683189
32.417,19.88142882,20.26092952,21.34354226,24.44244578
32.518,19.9681852,20.19737285,21.74054012,24.83944364
32.618,19.87975725,19.94704445,21.67610929,24.77501281
32.72,19.86734248,20.03129764,20.64558974,23.74449325
32.828,19.93217576,20.23664908,21.49962161,24.59852512
32.917,19.9999737,20.24468682,21.71805579,24.81695931
33.016,19.98631196,20.25794254,20.65927239,23.7581759
33.118,19.84669159,20.24075965,20.75740936,23.85631287
33.217,19.80376243,20.071943,20.48452235,23.58342586
33.319,19.91195514,20.31371313,20.59036228,23.6892658
33.416,19.90655977,20.39906213,21.07922235,24.17812586
33.517,19.91921101,19.99623613,21.56509361,24.66399712
33.621,19.87172103,20.17302348,21.99648156,25.09538507
33.729,19.80844444,20.29753261,21.1094846,24.20838811
33.818,19.80789531,20.07292555,20.48474686,23.58365038
33.918,19.80383882,20.16658967,21.9479547,25.04685822
34.02,19.80674551,20.01685508,21.97088655,25.06979006
34.116,19.97160549,20.27277994,21.44230063,24.54120414
34.217,19.87975619,20.32070401,22.09828976,25.19719328
34.322,19.72998322,20.03450059,20.81411652,23.91302003
34.417,19.83674617,20.12691182,20.56744461,23.66634812
34.519,19.89426219,20.08204792,22.06746896,25.16637248
34.62,19.79794299,20.26050066,21.56943304,24.66833655
34.718,19.78670568,20.45516611,21.18839672,24.28730024
34.817,19.7903254,20.29179076,21.85395058,24.9528541
34.916,19.87109807,20.05004344,21.9378176,25.03672112
35.018,19.8450414,20.15276808,21.8117294,24.91063291
35.117,19.8180809,20.22193317,21.3104583,24.40936182
35.217,19.87277092,20.39768722,21.54513587,24.64403939
35.319,19.87821204,20.59236789,21.70757536,24.80647888
35.419,19.83017386,20.21585501,21.2330887,24.33199222
35.52,19.84072154,20.06228233,21.51648455,24.61538806
35.618,19.82225054,20.36847597,21.80678022,24.90568373
35.718,19.86222359,20.48445858,21.42527684,24.52418035
35.817,19.9485291,20.42256647,21.7979949,24.89689841
35.92,19.87626397,20.15180092,22.37446519,25.47336871
36.019,19.83991567,20.23878409,21.68361163,24.78251515
36.118,19.91586534,20.32451796,21.39714529,24.4960488
36.218,19.91360802,20.23690657,21.21187653,24.31078005
36.317,19.98088852,20.27611961,20.94272451,24.04162802
36.417,20.05441766,20.2942341,22.13453108,25.23343459
36.519,19.98983497,20.17162652,21.64469432,24.74359783
36.618,19.89993457,20.21447341,20.00538526,23.10428878
36.717,19.86313894,20.29436664,19.94430445,23.04320796
36.822,19.95018706,20.23575929,20.78077093,23.87967444
36.919,19.97665897,20.39883123,21.63948123,24.73838475
37.018,19.93416828,20.45529878,21.69563973,24.79454324
37.117,19.90461793,20.11559334,21.02247586,24.12137938
37.218,19.91323794,20.15720247,21.24558982,24.34449333
37.318,19.89960086,20.03862566,21.04344881,24.14235232
37.417,19.90081761,19.92898814,21.13725258,24.2361561
37.518,19.88275626,20.16766353,21.57818075,24.67708427
37.618,19.88714125,20.20032746,21.26920004,24.36810356
37.717,19.93415753,20.13914628,20.97277035,24.07167386
37.817,19.85373172,19.97578456,21.18126052,24.28016404
37.916,19.77587808,19.93151785,20.75399614,23.85289966
38.017,19.92147146,20.19975812,21.1202248,24.21912832
38.118,19.92128468,20.26161053,22.0857871,25.18469062
38.216,19.83506889,20.20013315,21.03539007,24.13429358
38.319,19.81810997,20.20675015,20.91176522,24.01066873
38.418,19.77908491,20.09494113,21.62013957,24.71904309
38.517,19.82522807,20.14512753,21.32562581,24.42452933
38.617,19.86653048,20.24147004,21.4458413,24.54474482
38.718,19.83548605,20.0290105,21.81020894,24.90911246
38.818,19.83652017,20.10364872,22.09480086,25.19370438
38.918,19.78253087,20.40947014,21.4882461,24.58714961
39.015,19.77199918,20.13937206,20.71413967,23.81304318
39.118,19.81785879,20.16852044,21.59337002,24.69227354
39.218,19.84771699,20.39050198,22.46263314,25.56153665
39.316,19.86316692,20.34438613,22.10097377,25.19987729
39.417,19.84560103,20.24671917,21.84363397,24.94253749
39.518,19.73453951,20.1086259,21.54456553,24.64346904
39.619,19.85872211,20.13822539,21.2667861,24.36568961
39.728,19.96179283,20.19301813,22.11389512,25.21279864
39.817,19.84908735,20.2484099,22.21278902,25.31169254
39.917,19.83311273,20.47316026,20.99113898,24.09004249
40.018,19.91085182,20.36527666,21.69776004,24.79666355
40.118,19.91180565,20.04752342,21.65972017,24.75862369
40.217,19.89027584,20.15880581,20.88233893,23.98124245
40.319,19.87006856,20.43936302,21.04101883,24.13992234
40.418,19.90931808,20.44356935,21.35271807,24.45162158
40.518,19.92654664,20.54860081,21.62295643,24.72185994
40.617,19.85666712,20.34082392,21.39833572,24.49723924
40.718,19.84213985,19.95742784,21.10681524,24.20571876
40.816,19.82442381,20.24698171,21.70917191,24.80807542
40.917,19.8662523,20.25012532,21.36475834,24.46366185
41.017,19.96400553,20.10487562,21.44844952,24.54735303
41.118,19.93708206,20.08037394,22.28211389,25.3810174
41.217,19.88694685,20.11234373,21.65245232,24.75135584
41.318,19.92296744,20.29267435,20.59081633,23.68971985
41.417,19.89951063,20.23114586,20.62632657,23.72523008
41.517,19.90098231,20.12903928,20.95254926,24.05145278
41.617,19.98806835,20.22897715,21.71933064,24.81823415
41.718,19.95457756,20.16581617,22.12501697,25.22392049
41.819,19.82491513,20.1657227,20.37930181,23.47820532
41.917,19.81200437,20.26279935,20.25602044,23.35492396
42.015,19.87794667,20.23083783,21.67544979,24.77435331
42.118,19.98149176,20.17899784,21.76077632,24.85967984
42.22,19.90915402,20.44983944,22.21001131,25.30891483
42.32,19.85972126,20.22961949,21.31171694,24.41062046
42.416,19.89124837,20.10674599,21.29558892,24.39449244
42.517,19.91113487,20.21339102,21.55141971,24.65032322
42.619,19.90544472,20.06228091,21.35952813,24.45843165
42.717,19.89931596,20.29056136,21.6889111,24.78781462
42.818,19.88592858,20.45677496,21.59715598,24.6960595
42.917,19.90342347,20.23011782,21.08948695,24.18839047
43.021,19.89404308,20.02738105,21.39045455,24.48935806
43.122,19.83215248,19.97644839,21.74610858,24.8450121
43.217,19.91926858,20.21049548,21.63319673,24.73210025
43.318,20.0130217,20.36386424,22.10954879,25.20845231
43.417,19.89288311,20.21644669,21.45297219,24.5518757
43.516,19.89526512,20.19473323,20.58856755,23.68747106
43.618,19.88919958,20.16941227,21.4141039,24.51300742
43.719,19.89746036,20.1501091,20.95235996,24.05126347
43.817,19.93321186,20.26811929,20.50875711,23.60766062
43.92,19.88077676,20.23870144,21.53019412,24.62909763
44.017,19.89589043,20.16636707,21.87187337,24.97077688
44.118,19.86191655,20.36044049,21.51509672,24.61400023
44.216,19.80128169,20.24482692,20.7279031,23.82680661
44.324,19.85891871,20.02835665,21.18835923,24.28726275
44.425,19.90675041,20.29337727,22.38522258,25.48412609
44.516,19.8909439,20.25427473,22.17467159,25.2735751
44.617,19.88876192,20.03060638,21.61396622,24.71286974
44.72,19.83785071,20.07188794,21.42462137,24.52352489
44.818,19.85420401,20.07005362,21.15412072,24.25302423
44.915,19.97212166,20.18359293,21.29398013,24.39288365
45.018,19.8600309,20.27782318,21.62579391,24.72469742
45.119,19.80398119,20.35702166,20.96925043,24.06815394
45.216,19.91749373,20.37146607,21.28509344,24.38399696
45.316,19.84244701,20.07231042,22.24420225,25.34310576
45.418,19.80205366,20.10783083,21.02603136,24.12493488
45.517,19.82330664,20.49638817,21.5965705,24.69547402
45.617,19.85271109,20.47871024,22.41934104,25.51824455
45.716,19.91997852,20.36689346,22.06398727,25.16289078
45.816,19.87514346,20.24927623,21.59370312,24.69260663
45.916,19.8421873,20.00208178,21.27083902,24.36974253
46.017,19.85967454,20.18660134,21.86409749,24.96300101
46.117,19.84927075,20.50623285,21.9430919,25.04199541
46.217,19.95514379,20.23697703,21.67216926,24.77107277
46.317,19.94047043,20.24602179,22.38818794,25.48709146
46.416,19.93002568,20.41420624,21.99800861,25.09691212
46.516,19.85391298,20.39988629,20.73022669,23.82913021
46.617,19.93102282,20.31419822,20.9856154,24.08451891
46.717,19.93496798,20.17054043,22.00337803,25.10228154
46.816,20.00815167,20.26466046,22.22719106,25.32609457
46.919,20.01940201,20.30324313,22.20855559,25.3074591
47.018,19.86452884,20.15212867,20.92958009,24.0284836
47.134,19.89231974,20.28947356,19.99794451,23.09684803
47.217,19.98603505,20.29137183,21.54358787,24.64249139
47.317,20.00659821,20.2004029,21.70681525,24.80571876
47.419,19.91773056,20.36318677,21.00473973,24.10364325
47.518,19.86335966,20.39624473,20.93618631,24.03508982
47.615,19.93789609,20.15612075,21.05020719,24.1491107
