,,shift,3.855543113,TCTemp3
34.506,19.55975328,19.9696014,20.82277117,24.67831428
34.606,19.56095088,20.26450002,20.19921931,24.05476242
34.707,19.64872876,20.14011564,20.76463405,24.62017717
34.806,19.61869574,19.90102075,21.88350372,25.73904683
34.906,19.56360179,19.97007988,21.50980048,25.36534359
35.006,19.62379841,20.13458849,21.11617151,24.97171462
35.106,19.57487492,20.04271458,21.30267801,25.15822112
35.206,19.57848241,20.00969334,20.70294967,24.55849278
35.305,19.73463062,20.07359077,21.53292989,25.388473
35.405,19.74539637,19.98822393,22.36869903,26.22424214
35.507,19.65671748,20.05378927,20.73262365,24.58816677
35.605,19.60430188,20.05609617,20.11575462,23.97129774
35.705,19.67938453,19.80185515,20.38082339,24.23636651
35.807,19.70550416,20.09417729,21.39075166,25.24629477
35.906,19.64108435,20.39627781,21.52541219,25.3809553
36.006,19.62203878,19.93647081,20.61564113,24.47118424
36.105,19.68489427,19.95649624,20.95320069,24.8087438
36.206,19.64621349,20.02867547,21.11192899,24.9674721
36.307,19.64864901,19.92871597,21.06316884,24.91871195
36.406,19.66914808,20.03873325,21.19347715,25.04902027
36.505,19.66451231,20.2052449,20.89407974,24.74962285
36.607,19.74491178,20.20537842,20.88427457,24.73981769
36.705,19.65998403,19.90715113,21.15636994,25.01191305
36.805,19.55190264,19.87080949,20.37220648,24.22774959
36.906,19.69871446,20.10566999,20.72421154,24.57975465
37.007,19.75416667,20.12194131,22.15328372,26.00882683
37.105,19.64881539,19.96961421,21.55734961,25.41289272
37.206,19.62062432,19.99353825,21.10802076,24.96356388
37.307,19.65716059,20.02342966,21.27453251,25.13007562
37.407,19.7510627,20.062633,21.10117612,24.95671923
37.506,19.7395329,20.04816877,21.23747839,25.0930215
37.605,19.74748965,19.79301132,21.34616435,25.20170746
37.707,19.73655697,20.05359754,21.36464911,25.22019222
37.806,19.65376933,20.2937462,20.48790586,24.34344897
37.906,19.68098031,19.91484114,20.11113321,23.96667632
38.007,19.76647059,19.98689807,21.00074325,24.85628636
38.106,19.71969612,20.3027642,21.46607781,25.32162092
38.206,19.72924242,20.33937827,21.26976519,25.1253083
38.305,19.67738945,20.12607608,21.09210934,24.94765245
38.406,19.64946908,19.84251844,20.78688221,24.64242532
38.507,19.76772602,19.8870443,21.08935675,24.94489986
38.605,19.76419968,20.03187494,22.08729308,25.94283619
38.705,19.61225814,20.09845736,20.95268074,24.80822386
38.806,19.74540525,20.03856795,20.17078242,24.02632553
38.907,19.79089794,19.82893764,21.62271661,25.47825972
39.005,19.72473725,19.77007365,21.35508443,25.21062754
39.169,19.6675542,19.94569929,20.29668348,24.1522266
39.206,19.69676674,20.05983222,20.46370146,24.31924458
39.306,19.81127101,20.18497098,21.16010342,25.01564653
39.405,19.74798921,20.16993203,21.27833541,25.13387852
39.505,19.63278622,19.74925146,20.49594102,24.35148413
39.606,19.58345874,19.85051896,20.37433114,24.22987426
39.706,19.66446847,20.2237278,20.57472729,24.4302704
39.805,19.72387923,19.94325016,21.14373859,24.9992817
39.906,19.68495075,19.704482,21.8452209,25.70076401
40.006,19.59911038,19.91500461,21.20278695,25.05833006
40.106,19.63056152,20.11584731,20.37886779,24.2344109
40.205,19.67928426,20.0724578,20.94927813,24.80482125
40.306,19.593293,19.88679538,21.35653486,25.21207797
40.407,19.6778329,20.00035547,21.21787812,25.07342123
40.506,19.71816254,20.06499953,22.24903706,26.10458017
40.605,19.60573697,19.95472893,21.20813494,25.06367805
40.706,19.58150038,19.88992367,20.13423958,23.98978269
40.805,19.65310984,19.84853408,21.61119375,25.46673687
40.906,19.69874187,20.07337671,22.41557873,26.27112185
41.005,19.60598607,20.27691529,21.54097382,25.39651693
41.106,19.62217874,19.95009365,20.68431663,24.53985975
41.206,19.70071252,19.80032973,21.24499754,25.10054065
41.305,19.65812181,20.21936151,21.7693331,25.62487621
41.406,19.65527353,20.18162009,21.17825811,25.03380122
41.507,19.70719795,20.13602718,21.21155231,25.06709543
41.606,19.71788108,20.36493628,21.3577075,25.21325061
41.706,19.7087147,20.23792547,21.16264266,25.01818578
41.807,19.64134193,19.97071686,21.36345702,25.21900014
41.906,19.58683509,19.95395019,21.32144556,25.17698867
42.005,19.73139756,20.22959116,21.30551147,25.16105458
42.105,19.88020862,20.19924375,22.47674374,26.33228685
42.206,19.71628939,19.96478576,22.23130339,26.08684651
42.306,19.64823113,20.07080029,20.32357451,24.17911762
42.405,19.80262928,20.15802207,20.72873309,24.5842762
42.505,19.80849348,20.06628702,21.23000492,25.08554803
42.607,19.80334386,20.0652462,21.01616423,24.87170735
42.705,19.72585369,20.00891045,20.76101487,24.61655798
42.806,19.7864209,20.04677851,20.43488374,24.29042685
42.907,19.75092052,20.27860618,20.83196843,24.68751154
43.006,19.72072123,19.98586559,20.42882573,24.28436884
43.106,19.7960672,19.74216204,20.68892151,24.54446463
43.205,19.79168521,20.19794906,21.71072803,25.56627115
43.307,19.70395073,20.26773095,21.15688539,25.01242851
43.406,19.75624567,19.85168924,20.68055886,24.53610198
43.506,19.76552402,19.65221128,20.8799213,24.73546441
43.605,19.76149075,19.89789887,21.08471964,24.94026276
43.706,19.78891194,20.19619629,21.19554387,25.05108698
43.806,19.67814737,20.00170124,20.73624582,24.59178894
43.906,19.69709033,19.88724091,20.09293799,23.9484811
44.006,19.78195623,19.84387244,21.33295009,25.18849321
44.107,19.69645594,19.78517483,21.8928145,25.74835762
44.205,19.62043947,19.94277728,20.52738021,24.38292332
44.305,19.73074523,20.13564842,21.10165034,24.95719345
44.406,19.789767,20.04427814,22.04195342,25.89749653
44.507,19.70862155,19.91672043,21.68129878,25.53684189
44.605,19.60732146,19.85614356,20.44022527,24.29576838
44.769,19.65615349,19.85339053,20.33962732,24.19517044
44.806,19.74903778,20.26896936,21.46055959,25.3161027
44.907,19.71274588,20.10816361,21.86539224,25.72093535
45.005,19.67233406,19.79741599,21.60093755,25.45648067
45.105,19.63398901,20.13139025,21.12296452,24.97850763
45.206,19.65066969,20.30708306,20.72734769,24.5828908
45.305,19.69769083,20.10148563,21.42711181,25.28265492
45.406,19.67995056,19.91648793,22.22954047,26.08508359
45.507,19.67188482,20.04882251,22.01018967,25.86573279
45.607,19.74147944,20.18136513,21.87392297,25.72946608
45.705,19.67701935,19.92931096,21.53367955,25.38922266
45.805,19.64002207,19.84646471,20.23194666,24.08748978
45.907,19.79752309,20.05840642,21.36496171,25.22050483
46.006,19.77132263,20.19001234,22.22610522,26.08164834
46.106,19.69794481,20.23083202,20.71029487,24.56583799
46.205,19.68483676,20.03920027,20.21454443,24.07008754
46.307,19.76983709,19.90223073,21.01708453,24.87262765
46.407,19.76961195,20.23298767,21.80275984,25.65830295
46.505,19.69507162,20.42016071,21.25191255,25.10745567
46.606,19.74300783,19.98865849,20.6981732,24.55371632
46.707,19.77366267,20.16350302,21.37572972,25.23127283
46.805,19.71359064,20.11971836,21.38869213,25.24423524
46.905,19.68795969,19.80554361,20.99130795,24.84685106
47.006,19.69106347,19.88524297,21.22933475,25.08487787
47.107,19.80511658,20.140979,21.46604061,25.32158372
47.205,19.85917433,20.16236524,21.85515303,25.71069615
47.306,19.71243567,19.91417603,21.58637256,25.44191567
47.406,19.60057287,19.94672453,19.9596892,23.81523232
47.507,19.77083968,20.16206372,20.20510174,24.06064485
47.606,19.82874055,20.03674541,22.17681206,26.03235517
47.705,19.73529257,19.95830359,21.50584125,25.36138436
47.807,19.69413572,20.02264945,20.79501009,24.6505532
47.907,19.7150493,20.05008488,21.22407458,25.07961769
48.005,19.69250839,20.0473741,21.05324556,24.90878867
48.106,19.72204672,19.97858687,20.83389468,24.6894378
48.207,19.72305055,19.86795706,21.13375598,24.98929909
48.305,19.73737357,20.1906955,21.83257548,25.68811859
48.406,19.66828403,20.38807427,21.23632792,25.09187104
48.506,19.68544102,19.78909815,20.64531608,24.5008592
48.607,19.74353245,19.77536481,21.31876186,25.17430498
48.705,19.69149622,20.25011183,21.5083584,25.36390151
48.805,19.72369359,20.3028418,21.10958319,24.9651263
48.907,19.66016273,19.99788175,21.06544466,24.92098777
49.006,19.64441935,19.78068443,21.13612838,24.99167149
49.106,19.78806519,19.90439404,21.56191325,25.41745636
49.206,19.74351411,19.97021428,22.08146167,25.93700478
49.307,19.64210319,20.03023715,20.86974512,24.72528823
49.405,19.80237506,20.17704909,20.5388702,24.39441331
49.506,19.82974271,20.07070687,21.97000818,25.82555129
49.613,19.70589839,19.90316743,20.76303308,24.6185762
49.706,19.60904231,19.99080322,19.67205773,23.52760084
49.806,19.7094829,20.05848302,20.08463262,23.94017573
