,,shift,3.894646498,TCTemp3
13.271,18.82982846,20.08928596,19.95717732,23.85182382
13.349,18.88019295,19.99045076,20.77790121,24.6725477
13.408,18.85238952,19.68344733,20.14848775,24.04313424
13.507,18.8445647,20.05366443,19.70414427,23.59879077
13.607,18.84684398,20.35286056,20.56425225,24.45889874
13.707,18.86058074,20.15063945,20.15152747,24.04617397
13.815,18.88912103,20.10765742,20.47387959,24.36852609
13.908,18.87372139,19.97421254,20.35470447,24.24935097
14.006,18.90344892,19.86683647,20.21186443,24.10651092
14.107,18.87729164,20.36727188,20.82821837,24.72286487
14.208,18.86344588,20.27000499,20.37098026,24.26562676
14.307,18.89612177,19.9548237,20.12436621,24.0190127
14.407,18.90475917,19.80991028,20.67112706,24.56577356
14.508,18.89450603,19.90169932,20.47710679,24.37175329
14.607,18.90020743,20.15637774,20.2872286,24.1818751
14.706,18.90103174,20.05836582,20.61652934,24.51117584
14.807,18.87912441,19.98712265,20.42109872,24.31574522
14.995,18.93636771,20.05591366,21.00893012,24.90357662
15.082,18.88638489,19.94321058,20.97287006,24.86751655
15.125,18.88788093,20.02363558,19.37502712,23.26967362
15.217,18.88338682,20.13841832,20.16307871,24.05772521
15.328,18.90313938,20.01257624,21.76982925,25.66447574
15.408,18.90813172,19.95589108,21.37533226,25.26997876
15.506,18.93751678,20.03011945,20.13134926,24.02599576
15.607,18.86133462,19.85945867,19.40872212,23.30336862
15.708,18.8958405,20.05782291,20.21485249,24.10949899
15.807,18.93194161,20.22450975,20.71544092,24.61008741
15.971,18.91064764,20.01156935,20.64754975,24.54219625
16.008,18.92532926,20.18086417,20.91517523,24.80982172
16.107,18.92051772,20.27219746,20.51478486,24.40943135
16.207,18.94520971,19.96799456,20.11692834,24.01157483
16.307,18.93300192,19.84650787,20.5582526,24.45289909
16.408,18.94344292,20.0388005,20.90752099,24.80216748
16.507,18.9426455,20.24978606,20.69315176,24.58779825
16.606,18.97307681,20.01645516,21.14241204,25.03705854
16.707,18.91064981,19.72389992,20.39306179,24.28770829
16.808,18.93310609,19.88012087,19.99118001,23.88582651
16.907,18.94439073,19.98009199,21.12961177,25.02425827
17.007,18.9711202,20.01325117,20.60057083,24.49521733
17.108,18.95451036,20.09712031,19.67944587,23.57409237
17.208,18.92657929,20.01025496,20.01789809,23.91254459
17.308,18.90844777,19.93620427,20.3470562,24.2417027
